FoodName,FoodID,Energy (kcal),Protein,Protein from Amino Acids,Carbohydrates,Dietary fibre,Fat,Alcohol,Salt,Vitamin A,beta-Carotene,Vitamin D,Vitamin D3,Vitamin E,Vitamin K,Thiamin (Vitamin B1),Riboflavin (Vitamin B2),Niacin equivalent,Niacin,Vitamin B6,Pantothenic acid,Biotin,Folate,"Folate, free",Vitamin B12,Vitamin C,Ascorbic acid,Sodium,Potassium,Calcium,Magnesium,Iron,Copper,Zinc,Sum sugars,Starch/Glycogen,Sum saturated fatty acids,Sum monounsaturated fatty acids,Sum polyunsaturated fatty acids,Sum trans fatty acids,Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valine,Arginine,Histidine,Glycine,Proline
"Pork, ham, cured, canned",666,111,15.7,12.5,0.0,0.0,5.4,0.0,3.3,1.00,0.00,0.30,0.08,0.08,0.00,0.52,0.25,6.75,3.90,0.27,0.44,2.6,2.1,,0.0,0.0,0.0,1310,281,6,19,0.87,0.07,1.90,0.0,0,1.957,2.437,0.520,,0.000,0.520,47.0,778.7,1180.6,1406.7,401.9,105.5,577.8,527.5,678.2,170.8,854.1,929.4,602.9,728.5,577.8
"Bread, bolted rye and wheat, sour, with caraway seeds",667,249,7.0,6.5,47.0,3.7,2.8,0.0,1.1,11.00,66.00,0.00,0.00,0.44,0.00,0.09,0.07,1.26,0.75,0.12,0.30,3.0,36.5,8.0,0.0,0.0,0.0,424,201,23,35,0.70,0.12,0.70,1.6,45.3,0.370,0.288,1.430,0.000,,,0.0,316.9,536.4,219.4,110.9,115.8,353.5,146.3,207.2,75.6,377.9,329.1,170.7,304.8,707.0
"Eggs, chicken, long eggs, boiled, frozen",668,129,12.0,10.7,2.2,0.0,8.0,0.0,0.6,66.00,32.00,1.42,0.72,3.00,,0.07,0.38,3.26,0.08,0.09,1.60,23.2,49.0,,0.9,0.0,0.0,251,131,42,9,1.44,0.05,1.01,0.4,0,2.259,3.102,1.202,0.021,0.056,1.146,319.3,746.2,1052.3,803.6,382.7,287.0,669.7,497.5,593.1,191.3,861.0,765.3,287.0,401.8,478.3
"Blackberry, jam",669,197,0.3,,48.1,0.9,0.2,0.0,0.0,6.00,36.00,0.00,,0.30,,0.00,0.01,0.10,,0.00,,,5.1,,0.0,0.0,,18,100,20,11,0.50,,0.10,49.0,0,0.010,0.010,0.060,0.000,0.030,0.040,,,,,,,,,,6.0,,,,,
"Marmalade, mango",670,216,0.2,,53.1,0.9,0.1,0.0,0.0,23.33,140.00,0.00,,,,,,0.13,,,,,,,,,,18,,10,,0.10,,0.00,46.0,0,0.000,0.000,0.000,0.000,0.000,0.000,,18.0,31.0,41.0,5.0,,17.0,10.0,19.0,8.0,26.0,19.0,12.0,21.0,18.0
"Cream, cultured, 18 % fat",671,192,2.8,2.3,2.9,0.0,18.6,0.0,0.1,132.67,82.00,0.22,0.22,0.26,10.41,0.03,0.18,0.59,0.07,0.03,0.30,1.4,10.0,,0.2,0.1,0.1,30,123,98,10,0.02,0.02,0.34,2.8,0,12.424,3.723,0.470,0.726,0.095,0.309,61.0,150.5,261.2,230.2,62.0,22.6,132.8,119.5,93.0,31.0,181.5,101.8,70.8,66.4,216.9
"Bread, wholemeal",672,249,8.3,7.2,45.4,5.2,2.6,0.0,1.1,0.00,0.00,0.00,0.00,0.30,20.00,0.20,0.10,1.70,2.50,0.14,0.76,6.0,44.8,17.0,0.0,0.0,0.0,444,203,40,39,1.48,0.16,1.15,2.0,43.4875,0.529,0.516,1.007,0.000,0.104,0.903,0.0,341.0,596.7,255.7,129.3,129.3,397.8,170.5,227.3,102.3,426.2,397.8,184.7,355.2,838.2
"Liver, goose, raw",673,129,16.4,13.8,6.3,0.0,4.3,0.0,0.2,31507.17,43.00,2.75,,,,0.56,3.20,10.34,6.50,0.93,6.18,,738.0,,54.0,4.5,4.5,77,240,43,20,30.53,7.52,3.07,0.0,6.3,1.581,0.815,0.262,,0.010,0.252,515.0,864.3,1466.6,1230.9,392.9,220.0,811.9,576.2,733.3,230.5,1021.4,995.2,445.2,942.8,811.9
"Veal, eye of round, salted, boiled",674,100,19.2,15.7,0.0,0.0,2.6,0.0,4.5,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.06,6.35,2.90,0.34,0.23,0.9,8.6,4.0,,46.0,46.0,1805,273,5,18,1.45,0.05,2.68,0.0,0,0.998,1.078,0.098,0.019,0.000,0.098,42.0,955.2,1496.5,1560.2,477.6,159.2,764.2,668.6,796.0,207.0,987.0,1241.8,636.8,1018.9,859.7
"Chocolate, milk",675,545,7.1,5.9,57.8,0.4,31.7,0.0,0.3,107.50,45.00,0.00,0.00,0.25,0.00,0.09,0.40,1.61,0.40,0.04,0.19,3.0,7.0,4.0,0.0,0.0,0.0,127,442,195,55,1.49,0.37,1.55,59.5,2.9,19.249,9.461,1.063,0.216,0.086,0.978,18.0,352.2,647.5,556.6,159.0,31.8,340.8,227.2,204.5,72.7,477.1,238.6,170.4,170.4,681.6
"Bread, white",676,249,7.6,6.8,46.4,3.7,2.8,0.0,1.1,11.00,66.00,0.00,0.00,0.25,0.00,0.15,0.07,1.34,0.70,0.07,0.30,3.0,36.5,8.0,0.0,0.0,0.0,457,141,23,21,0.91,0.12,0.70,1.6,44.275,0.000,0.000,0.000,0.000,0.000,0.000,0.0,330.5,568.4,237.9,116.3,132.2,383.3,158.6,237.9,80.6,409.8,343.7,171.8,330.5,846.0
"Wheat bread, italien type, industrially produced",677,258,8.2,7.2,49.2,3.1,2.5,0.0,1.2,0.00,0.00,0.00,0.00,0.50,,0.14,0.04,1.43,1.13,0.06,0.30,1.8,28.3,,0.0,0.0,0.0,473,119,23,20,0.90,0.11,0.63,0.9,47.2285714285714,0.431,1.036,0.701,0.000,0.061,0.640,0.0,358.2,616.1,200.6,133.3,157.6,429.9,200.6,243.6,86.0,415.5,329.6,186.3,343.9,945.7
"Miso, soy paste",679,167,10.5,,18.1,5.4,4.6,0.0,7.4,4.00,24.00,0.00,0.00,0.10,,0.06,0.10,2.40,0.30,0.30,,,19.0,,0.0,0.0,,2950,335,68,100,1.70,,3.30,2.7,15,0.600,1.100,2.600,0.000,0.310,2.290,0.0,,,,,,,,,126.0,,,,,
"Beans, green, canned",680,25,1.5,1.0,2.8,2.4,0.3,0.0,0.6,64.50,387.00,0.00,0.00,0.25,,,0.06,0.37,0.10,0.03,0.09,,13.0,3.0,0.0,3.4,3.4,259,92,47,13,0.55,0.23,0.25,0.5,3.1,0.088,0.009,0.143,0.000,0.077,0.066,0.0,56.8,82.9,90.0,21.5,5.9,40.3,30.8,61.6,16.3,73.4,54.5,28.4,49.7,45.0
"Lentils, dried",681,347,26.2,21.9,50.5,8.7,2.5,0.0,0.1,10.00,60.00,0.00,0.00,0.28,,0.50,0.20,6.19,2.00,0.56,1.36,,35.0,25.0,0.0,0.0,0.0,36,670,56,77,6.50,0.67,3.06,2.4,50.8,0.379,0.500,1.137,0.000,0.250,0.886,0.0,1131.8,2012.2,1886.4,209.6,251.5,1383.4,838.4,1048.0,251.5,1299.5,2263.7,712.6,1089.9,1131.8
"Gizzard, chicken, raw",682,113,18.2,14.8,0.5,0.0,4.2,0.0,0.2,65.00,0.00,0.40,,0.20,,0.09,0.05,7.51,4.50,0.12,0.63,1.0,38.0,10.0,0.6,3.7,3.7,69,188,11,13,2.49,0.12,2.72,0.0,0,1.084,1.128,1.275,,0.032,1.243,240.0,844.5,1281.3,1252.2,465.9,238.8,757.1,553.3,844.5,180.5,815.4,1310.4,378.6,961.0,931.8
"Kohlrabi, raw",683,25,1.7,,2.6,3.6,0.1,0.0,0.1,4.00,24.00,0.00,0.00,,,0.05,0.02,0.57,0.40,0.15,0.17,,16.0,,0.0,48.1,48.1,20,350,24,19,0.40,0.13,0.03,2.9,0.1,0.013,0.008,0.050,0.000,0.028,0.022,0.0,78.9,68.0,57.1,13.1,7.1,38.1,,49.0,10.1,49.0,106.1,19.0,,
"Watercress, raw",685,19,2.0,1.4,1.6,1.2,0.2,0.0,0.2,668.33,4010.00,0.00,0.00,1.00,,0.10,0.10,1.04,0.60,0.13,0.10,0.4,9.0,,0.0,60.0,60.0,60,310,83,17,1.60,0.14,0.20,0.6,0.1,0.080,0.020,0.130,0.000,0.090,0.040,0.0,80.0,144.0,115.2,17.3,6.1,99.2,54.4,115.2,26.2,118.4,131.2,35.2,96.0,83.2
"Salad dressing, soured fresh cream, low calorie",686,213,1.3,,9.3,0.0,18.9,0.0,1.5,43.27,151.00,,,1.78,,,,,,,,,,,,,,603,83,42,5,0.21,,0.22,6.5,0,4.428,5.343,8.297,0.788,1.071,7.226,,,,,,,,,,,,,,,
"Eggs, chicken, yolk, dried",687,656,34.5,28.9,2.5,0.0,56.5,0.0,0.4,459.50,0.00,,,6.15,,0.38,1.27,8.55,0.09,0.51,6.97,97.3,244.0,,4.6,0.9,,178,249,320,28,9.95,0.27,7.35,0.2,0,16.945,19.916,9.471,0.160,0.170,9.300,2237.5,1987.2,2925.6,2318.4,883.2,607.2,1490.4,1490.4,1876.8,507.8,2097.6,2373.6,828.0,1048.8,1435.2
"Baguette, wheat, fine, industrially produced",688,256,8.2,7.3,51.6,3.0,1.2,0.0,1.3,0.00,0.00,0.00,0.00,0.50,,0.19,0.05,1.44,1.16,0.08,0.32,2.0,32.0,,0.0,0.0,0.0,517,122,34,21,0.96,0.12,0.70,0.9,49.4611111111111,0.293,0.184,0.596,0.000,0.038,0.558,0.0,359.5,618.3,201.3,133.7,158.2,431.3,201.3,244.4,86.3,417.0,330.7,186.9,345.1,949.0
"Potato, canned",691,56,1.4,1.2,10.9,2.3,0.2,0.0,0.5,0.00,0.00,0.00,0.00,,,0.07,0.01,1.28,0.92,0.19,0.35,,6.0,,0.0,5.1,5.1,219,229,50,14,1.26,0.06,0.28,3.1,8.2,0.053,0.004,0.093,0.000,0.023,0.071,0.0,56.5,85.9,85.9,22.1,18.1,63.3,52.0,52.0,22.1,79.1,65.5,31.6,42.9,52.0
"Brazil nuts, dried, raw",692,681,14.4,14.0,7.1,5.3,65.0,0.0,0.0,0.00,0.00,0.00,0.00,5.00,,1.13,0.04,2.82,0.20,0.11,0.23,2.0,4.0,1.0,0.0,0.0,0.0,3,523,140,357,2.50,1.76,4.20,2.3,0.6,15.167,19.853,26.694,0.000,0.079,26.615,0.0,559.0,1171.3,505.8,1038.2,399.3,638.9,399.3,399.3,157.1,931.7,2342.6,372.7,692.1,745.4
"Pork, ham, boiled, sliced",693,109,17.9,14.3,0.2,0.0,4.1,0.0,2.5,1.00,0.00,0.22,0.00,0.33,16.65,0.90,0.16,8.75,5.50,0.32,0.67,,1.3,,0.5,29.0,29.0,987,327,6,21,0.69,0.08,1.69,0.0,0,1.366,1.652,0.452,0.000,0.032,0.420,55.0,887.8,1346.1,1603.8,458.2,120.3,658.7,601.4,773.3,194.8,973.8,1059.7,687.4,830.6,658.7
"Charr, raw",694,98,18.5,,0.0,0.0,2.7,0.0,0.2,18.00,0.00,9.00,9.00,,0.00,0.16,0.09,,,0.37,,,,,,0.0,0.0,80,370,14,30,0.75,,0.67,0.0,0,1.390,3.070,2.470,,1.600,0.500,48.0,,,,,,,,,,,,,,
"Meat balls, frozen",695,163,10.5,,9.0,0.0,9.4,0.0,1.5,9.00,0.00,0.90,,0.80,0.00,0.11,0.14,3.18,3.18,0.11,,,4.1,,0.6,0.0,0.0,590,140,22,20,1.25,0.07,1.30,0.0,9,4.100,4.900,1.000,0.090,0.100,,37.0,,,,,,,,,,,,,,
"Eggs, chicken, pasteurized",696,131,11.4,10.2,2.0,0.0,8.6,0.0,0.4,150.33,32.00,2.15,1.16,4.20,147.00,0.08,0.43,3.12,0.07,0.11,1.67,23.1,65.0,,1.3,0.9,,177,166,47,11,1.68,0.05,1.12,0.4,0,2.441,3.312,1.234,0.017,0.067,1.167,359.0,713.7,1006.5,768.6,366.0,274.5,640.5,475.8,567.3,183.0,823.5,732.0,274.5,384.3,457.5
"Liver, calf, raw",698,131,20.4,16.7,3.5,0.0,3.9,0.0,0.2,15015.78,94.70,1.56,0.05,0.58,22.80,0.15,3.75,36.52,30.80,0.70,54.65,135.0,780.0,190.0,105.0,18.0,18.0,66,340,4,18,5.00,13.00,3.70,0.0,4.6,1.032,1.450,0.000,0.000,0.000,0.000,277.4,847.0,1790.0,1490.0,497.0,274.0,1040.0,664.0,896.0,343.0,1170.0,1160.0,541.0,1260.0,975.0
"Veal, lean meat, raw",699,92,18.1,17.0,0.0,0.0,2.2,0.0,0.1,0.00,0.00,0.20,0.20,0.15,0.00,0.08,0.15,9.74,6.00,0.41,1.06,0.0,7.0,3.0,1.3,1.0,1.0,55,370,8,20,1.50,0.08,3.40,0.0,0,0.909,1.027,0.088,,0.024,0.064,59.0,1036.8,1624.3,1693.4,518.4,172.8,829.4,725.8,864.0,224.6,1071.4,1347.8,691.2,1105.9,933.1
"Halibut, atlantic, smoked",700,104,20.6,17.1,2.6,0.0,1.3,0.0,0.2,33.17,1.00,9.00,9.00,1.80,0.00,0.06,0.04,3.30,,0.42,0.28,5.0,12.0,4.0,0.7,0.0,0.0,64,398,20,23,0.50,0.20,0.50,0.0,0,0.212,0.197,0.423,,0.413,0.011,60.0,1054.7,1615.0,1944.6,626.2,145.0,791.0,857.0,857.0,197.8,1186.6,1219.5,494.4,889.9,692.2
"Wheat bread, for toasting, industrially produced",701,255,7.9,7.0,47.8,3.3,2.8,0.0,1.1,0.00,0.00,0.00,0.00,0.50,,0.16,0.05,1.39,1.18,0.08,0.24,1.7,25.0,,0.0,0.0,0.0,454,111,46,18,0.96,0.10,0.58,3.3,44.5368421052632,0.791,0.959,0.800,0.000,0.099,0.701,0.0,346.4,595.7,194.0,128.8,152.4,415.6,194.0,235.5,83.1,401.8,318.6,180.1,332.5,914.4
"Pig, fat, raw",702,661,3.2,3.8,0.0,0.0,72.0,0.0,0.1,26.00,0.00,0.89,0.46,0.10,0.00,0.05,0.07,0.77,0.50,0.03,0.60,0.0,0.0,,0.7,0.0,0.0,35,25,4,1,0.16,0.10,3.60,0.0,0,28.681,32.250,5.309,,0.407,4.902,85.0,128.0,256.0,336.0,60.0,32.0,152.0,96.0,136.0,16.0,184.0,304.0,80.0,840.0,528.0
"Blackberry, frozen, unsweetened",703,45,1.2,,7.7,2.7,0.4,0.0,0.0,11.00,66.00,0.00,0.00,0.60,,0.03,0.05,1.21,1.21,0.06,0.15,,34.0,,0.0,3.1,3.1,1,140,29,22,0.80,0.12,0.25,5.6,0,0.040,0.040,0.320,0.000,0.150,0.180,0.0,,,,,,,,,,,,,,
"Coconut meat, desiccated",704,636,6.5,5.7,2.3,24.7,61.3,0.0,0.0,0.00,0.00,0.00,0.00,0.00,,0.03,0.00,1.62,0.60,0.09,0.00,8.5,20.6,,0.0,0.0,0.0,19,710,11,100,2.75,0.76,1.45,5.3,0,53.323,2.367,0.382,0.000,0.000,0.382,0.0,219.0,434.0,314.0,122.0,119.0,295.0,162.0,222.0,61.0,354.0,968.0,150.0,308.0,263.0
"Sweetbread, lamb, raw",707,131,15.3,11.3,0.0,0.0,7.8,0.0,0.2,0.00,0.00,1.00,1.00,0.04,,0.10,0.17,7.46,4.20,0.03,1.00,3.0,13.0,11.0,3.2,58.0,58.0,62,339,3,6,0.97,0.20,1.90,0.0,0,3.001,2.404,0.328,0.400,0.129,0.199,260.0,538.6,979.2,1321.9,220.3,195.8,514.1,367.2,563.0,195.8,661.0,905.8,440.6,954.7,783.4
"Chicken, hen, flesh only",708,110,20.3,16.5,1.0,0.0,2.7,0.0,0.1,9.00,0.00,0.40,,0.10,0.00,0.09,0.17,10.46,6.50,0.60,1.03,2.0,9.0,3.0,0.5,0.0,0.0,52,247,7,23,0.80,0.14,1.35,0.0,0,0.675,0.840,0.645,,0.072,0.573,65.0,1073.5,1528.9,1724.1,553.0,260.2,813.3,683.1,845.8,237.5,1008.4,1236.1,618.1,1008.4,845.8
"Currant, red, jelly",709,238,0.2,,59.0,0.0,0.1,0.0,0.1,5.00,30.00,0.00,0.00,0.00,,,,0.10,0.10,,,,,,,,,20,73,10,4,0.55,,0.02,58.7,0,0.023,0.016,0.042,0.000,0.018,0.024,0.0,,,,,,,,,,,,,,
"Halibut, atlantic, raw",711,104,20.6,17.1,2.6,0.0,1.3,0.0,0.2,33.17,1.00,9.00,9.00,0.70,0.00,0.04,0.05,7.30,4.00,0.42,0.28,5.0,12.0,4.0,1.0,0.0,0.0,64,398,15,23,0.50,0.20,0.50,0.0,0,0.212,0.197,0.423,,0.413,0.011,60.0,1054.7,1615.0,1944.6,626.2,145.0,791.0,857.0,857.0,197.8,1186.6,1219.5,494.4,889.9,692.2
"Liver, broiler or fryer, raw",712,116,19.1,16.0,0.4,0.0,4.2,0.0,0.2,9374.93,21.00,0.20,0.20,0.35,80.00,0.48,3.40,14.99,10.20,0.80,6.00,210.0,2700.0,290.0,21.0,23.0,23.0,67,255,8,19,9.15,0.51,2.90,0.0,1.1,1.179,0.682,1.287,,0.609,0.679,345.0,917.1,1681.3,1528.4,428.0,201.8,886.5,855.9,917.1,287.3,1375.6,1192.2,519.7,947.6,886.5
"Trout, raw",713,130,18.3,,0.0,0.0,6.4,0.0,0.1,16.91,0.00,11.91,11.91,0.77,0.00,0.10,0.18,10.65,4.35,0.61,1.95,,16.0,,3.4,0.7,0.7,53,416,74,29,0.60,0.04,0.44,0.0,0,1.982,3.410,0.364,,0.000,0.364,61.5,,,,,,,,,378.0,,,,,
"Sweet potato, raw",714,72,1.3,1.1,14.5,2.7,0.3,0.0,0.1,745.00,4470.00,0.00,0.00,,,0.07,0.06,0.83,0.56,0.18,0.80,,11.0,,0.0,19.3,19.3,33,408,45,15,0.94,0.15,0.20,4.2,12.7,0.065,0.011,0.133,0.000,0.020,0.113,0.0,66.7,98.0,66.7,33.4,10.6,81.3,56.3,66.7,16.3,87.6,62.6,25.0,60.5,58.4
"Chard, swiss, raw",715,21,1.8,,2.1,1.6,0.2,0.0,0.5,333.33,2000.00,0.00,0.00,1.50,,0.04,0.09,0.68,0.40,0.10,0.17,,14.0,,0.0,30.0,30.0,213,379,51,81,1.80,0.18,0.36,0.6,2.3,0.030,0.010,0.120,0.000,0.050,0.020,0.0,146.9,129.6,97.9,19.0,,109.4,,83.5,17.0,109.4,118.1,34.6,,
"Onion, raw",716,43,1.2,0.7,8.4,1.9,0.1,0.0,0.0,5.00,30.00,0.00,0.00,0.06,,0.04,0.01,0.44,0.19,0.17,0.10,1.0,36.0,15.0,0.0,8.1,7.8,3,186,23,9,0.28,0.04,0.19,5.4,0,0.023,0.009,0.037,0.000,0.005,0.032,0.0,23.9,41.9,39.9,9.4,7.6,27.9,14.4,21.9,15.3,29.9,169.4,14.4,25.9,16.9
"Strawberry, jam",718,202,0.3,0.2,49.0,1.0,0.3,0.0,0.0,0.33,2.00,,,,,,,0.06,,,,,,,,,,18,,15,,,,,50.0,0,0.025,0.041,0.174,0.000,0.083,0.091,,11.0,17.8,15.8,4.6,1.7,10.1,4.8,10.1,3.7,13.0,18.2,5.3,11.5,10.6
"Sapodilla, raw",719,81,0.4,,14.7,5.3,1.1,0.0,0.0,6.00,36.00,0.00,0.00,,,0.00,0.02,0.28,0.20,0.04,0.25,,,,0.0,14.7,14.7,12,193,21,,0.80,,,14.7,0.8,0.194,0.521,0.011,0.000,,,0.0,14.7,23.8,38.5,3.0,,12.6,14.0,11.9,5.0,16.1,16.8,16.1,16.8,35.7
"Coffee, instant, powder",720,302,15.5,,46.5,19.1,1.7,0.0,0.1,0.00,0.00,0.00,0.00,0.00,,0.00,0.11,25.61,22.00,0.03,0.40,,22.0,0.0,0.0,0.0,0.0,41,4000,160,390,4.40,0.10,0.57,6.5,4.5,0.200,0.040,0.200,0.000,0.020,0.180,0.0,,,,,,,,,216.4,,,,,
"Cheese, hard, Parmesan, grated",721,428,38.5,33.9,4.1,0.0,28.6,0.0,3.8,277.00,132.00,0.27,0.27,0.76,0.00,0.03,0.49,8.96,0.11,0.05,0.33,1.5,10.0,,1.6,0.0,0.0,1529,125,1109,38,0.90,0.03,3.87,0.1,0,18.520,7.706,0.811,,0.219,0.591,99.0,2109.8,3556.5,3074.3,1085.0,138.6,1989.2,2109.8,1326.2,530.5,2592.0,1205.6,1085.0,783.6,4038.8
"Rolls, wheat with coarse meal, industrially produced",722,246,8.2,7.3,44.3,5.9,2.7,0.0,1.0,0.00,0.00,0.00,0.00,0.50,,0.20,0.08,1.44,1.67,0.08,0.31,2.8,42.0,,0.1,0.0,0.0,411,175,44,31,1.52,0.14,0.98,4.0,39.1833333333333,0.869,0.704,0.791,0.000,0.048,0.743,0.0,360.8,620.6,202.1,134.2,158.8,433.0,202.1,245.4,86.6,418.6,332.0,187.6,346.4,952.6
"Pork, ham, topside (M. Semimembranosus), lean, raw",724,106,21.4,17.1,0.1,0.0,2.2,0.0,0.1,2.23,0.00,0.15,0.03,0.41,6.50,1.15,0.12,11.80,7.93,0.70,0.47,1.8,1.5,,0.7,0.0,0.0,42,387,4,25,0.46,0.10,3.57,0.0,0,0.793,1.048,0.219,0.005,0.008,0.211,58.8,1061.0,1608.6,1916.6,547.6,143.7,787.2,718.7,924.1,232.7,1163.7,1266.3,821.4,992.5,787.2
"Cherry, canned in sugar",726,144,1.0,,34.4,0.6,0.1,0.0,0.0,8.33,50.00,0.00,0.00,0.04,,,,0.13,,,,,,,,,,18,,12,,0.10,,0.10,32.0,0,0.022,0.027,0.030,0.000,0.015,0.015,0.0,26.0,38.0,50.0,6.0,5.0,26.0,16.0,29.0,8.0,36.0,22.0,18.0,31.0,43.0
"Cod, fillet, fried",727,120,18.7,,0.1,0.0,5.0,0.0,0.3,22.17,7.00,,,,,0.02,0.05,1.00,1.00,,,,,,,,,100,,,,,,,0.0,0,1.500,2.200,1.200,,,,43.0,,,,,,,,,,,,,,
"Duck, flesh only, raw",728,126,18.3,15.9,1.8,0.0,5.1,0.0,0.2,24.00,0.00,0.55,,0.00,0.00,0.36,0.45,9.54,5.30,0.34,1.60,,48.0,,0.4,5.8,5.8,86,297,11,22,1.20,0.14,1.35,0.0,0,1.069,2.018,0.878,,0.247,0.631,77.0,936.0,1550.3,1550.3,497.3,280.8,760.5,702.0,789.8,254.5,965.3,1170.0,497.3,1023.8,906.8
"Turkey, breast, boiled/smoked, sliced",729,107,21.0,16.2,1.7,0.0,1.8,0.0,2.5,2.00,0.00,0.00,0.00,0.17,,0.14,0.10,12.18,8.60,0.37,0.63,1.6,10.5,,1.0,18.8,18.8,1002,425,11,26,0.39,0.03,1.06,0.0,0,0.510,0.576,0.439,0.000,0.042,0.397,50.0,940.8,1444.8,1780.8,537.6,134.4,772.8,604.8,840.0,215.0,1142.4,1276.8,638.4,1142.4,907.2
"Pizza with tuna, frozen",730,203,11.0,,25.9,2.1,5.7,0.0,0.9,59.17,91.00,,,,,0.22,0.14,1.54,0.57,0.09,0.12,,,,0.3,,,345,240,145,22,1.85,0.08,1.15,4.6,21.3,3.000,0.600,3.400,0.029,,,,,,,,,,,,58.1,,,,,
"Cream pastry, marzipan- and cocoa-covered",731,374,5.2,,55.0,0.5,14.7,0.0,0.2,45.67,,,,0.70,,,,,,,,,,,,,,88,94,59,24,0.88,,0.62,43.7,11.3,5.572,6.385,1.887,,0.123,1.764,,,,,,,,,,,,,,,
"Turkey, flesh only, raw",732,105,21.3,16.9,0.0,0.0,2.2,0.0,0.2,8.10,0.00,0.00,0.00,0.20,0.00,0.09,0.16,11.64,7.90,0.46,0.80,2.0,15.0,11.0,2.0,0.0,0.0,93,230,10,21,0.77,0.06,2.60,0.0,0,0.623,0.711,0.719,,0.154,0.565,64.0,981.1,1506.7,1857.1,560.6,140.2,805.9,630.7,876.0,224.3,1191.4,1331.5,665.8,1191.4,946.1
"Pork, ham, silverside (M. Semitendinosus), lean, raw",734,117,19.3,15.9,0.0,0.0,4.4,0.0,0.2,4.00,0.00,0.30,0.08,0.10,0.00,0.81,0.21,6.92,3.30,0.31,0.60,2.6,1.5,,0.7,0.0,0.0,66,280,6,18,0.66,0.10,3.60,0.0,0,1.770,1.988,0.327,,0.025,0.302,58.0,989.3,1499.9,1787.1,510.6,134.0,734.0,670.1,861.6,217.0,1085.0,1180.7,765.9,925.4,734.0
"Loganberries, frozen",735,50,1.5,,7.7,5.3,0.3,0.0,0.0,4.00,24.00,0.00,0.00,,,0.05,0.03,0.84,0.84,0.07,0.24,,26.0,,0.0,15.3,15.3,1,145,26,21,0.64,0.12,0.34,7.7,0,0.011,0.030,0.176,0.000,,,0.0,,,,,,,,,,,,,,
"Rye bread, with siftings (soft) and high fat seeds, industrially produced",736,228,6.4,5.4,35.1,7.7,5.2,0.0,1.2,0.00,0.00,0.00,0.00,0.20,,0.24,0.07,1.35,1.14,0.19,0.25,7.3,30.9,,0.0,0.0,0.0,473,247,40,63,1.67,0.27,1.47,4.9,29.9045454545455,0.558,0.968,3.058,0.000,0.911,2.147,0.0,254.4,442.4,276.5,108.4,100.6,309.7,165.9,243.3,80.7,376.0,365.0,165.9,309.7,575.1
"Lump, lumpsucker, raw",737,168,9.8,,0.3,0.0,14.2,0.0,0.2,11.00,0.00,3.90,3.90,,0.00,0.07,0.08,2.00,2.00,,,,,,,0.0,0.0,69,485,20,,0.50,,,0.0,0,3.014,7.740,2.353,,2.133,0.220,,,,,,,,,,,,,,,
"Duck, breast, flesh only, raw",738,116,19.4,17.3,0.0,0.0,4.3,0.0,0.1,16.00,0.00,0.40,,0.06,,0.42,0.31,8.02,3.40,0.63,,,48.0,,0.8,6.0,6.0,57,270,3,22,4.50,,0.74,0.0,0,1.572,1.184,0.576,,0.062,0.514,77.0,1018.9,1687.5,1687.5,541.3,305.7,827.8,764.2,859.7,277.0,1050.7,1273.6,541.3,1114.4,987.0
"Pork, loin, lean, raw",739,106,22.3,17.9,0.0,0.0,1.9,0.0,0.2,1.00,0.00,0.28,0.07,0.10,0.00,0.81,0.20,7.98,3.90,0.37,0.60,2.6,2.1,,0.7,0.0,0.0,83,400,7,26,0.71,0.10,3.60,0.0,0,0.756,0.852,0.139,,0.010,0.129,62.0,1115.3,1690.9,2014.7,575.6,151.1,827.5,755.5,971.4,244.6,1223.2,1331.2,863.5,1043.3,827.5
"Onions, spring, raw",740,33,1.8,,4.7,2.6,0.2,0.0,0.0,500.00,3000.00,0.00,0.00,,,0.06,0.08,0.87,0.53,0.06,0.08,,64.0,,0.0,22.1,22.1,16,276,72,20,1.48,0.08,0.39,2.8,0.2,0.032,0.027,0.074,0.000,0.004,0.070,0.0,79.1,111.3,93.8,20.5,,61.5,52.7,73.3,20.5,82.0,134.8,32.2,93.8,123.1
"Liver, ox, raw",742,122,20.3,,3.4,0.0,3.0,0.0,0.2,15658.50,951.00,0.13,0.13,0.42,104.00,0.17,3.00,22.72,17.00,1.00,7.70,33.0,2300.0,220.0,110.0,23.0,23.0,65,300,4,21,6.05,6.40,3.70,0.0,5,0.979,0.281,0.958,0.140,0.591,0.367,300.0,847.0,1790.0,1490.0,497.0,274.0,1040.0,664.0,896.0,343.0,1170.0,1160.0,541.0,1260.0,975.0
"Pork, loin fillet, smoked",743,112,19.4,15.8,0.2,0.0,3.8,0.0,4.3,0.00,0.00,0.22,0.00,0.33,0.00,1.04,0.11,11.22,7.70,0.30,0.84,2.3,0.7,,0.4,27.0,27.0,1725,357,5,24,0.40,0.04,1.28,0.0,0,1.347,1.664,0.276,0.000,0.000,0.276,47.0,962.2,1521.0,1738.2,527.7,136.6,713.9,620.8,838.1,211.1,1086.4,1148.5,713.9,869.1,838.1
